Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,17723.0,17723.0,17884.0,17655.0,17781.0,124972
2015-01-05,17450.0,17450.0,17746.0,17392.0,17726.0,181349
2015-01-06,17290.0,17290.0,17502.0,17176.0,17470.0,257163
2015-01-07,17507.0,17507.0,17524.0,17300.0,17309.0,183550
2015-01-08,17820.0,17820.0,17846.0,17514.0,17515.0,151625
2015-01-09,17649.0,17649.0,17864.0,17612.0,17811.0,196348
2015-01-12,17571.0,17571.0,17753.0,17491.0,17647.0,178160
2015-01-13,17535.0,17535.0,17854.0,17416.0,17586.0,274261
2015-01-14,17365.0,17365.0,17568.0,17183.0,17542.0,328082
2015-01-15,17283.0,17283.0,17533.0,17190.0,17396.0,298348
2015-01-16,17432.0,17432.0,17458.0,17125.0,17220.0,219257
2015-01-20,17461.0,17461.0,17536.0,17271.0,17442.0,231453
2015-01-21,17491.0,17491.0,17535.0,17325.0,17418.0,179017
2015-01-22,17737.0,17737.0,17776.0,17410.0,17493.0,187466
2015-01-23,17588.0,17588.0,17795.0,17575.0,17739.0,133884
2015-01-26,17614.0,17614.0,17631.0,17432.0,17518.0,124612
2015-01-27,17378.0,17378.0,17629.0,17215.0,17615.0,212587
2015-01-28,17100.0,17100.0,17488.0,17093.0,17400.0,209232
2015-01-29,17432.0,17432.0,17438.0,17062.0,17127.0,232611
2015-01-30,17097.0,17097.0,17424.0,17082.0,17421.0,241912
2015-02-02,17299.0,17299.0,17315.0,16962.0,17108.0,229318
2015-02-03,17572.0,17572.0,17600.0,17214.0,17282.0,184061
2015-02-04,17568.0,17568.0,17712.0,17507.0,17582.0,176016
2015-02-05,17784.0,17784.0,17821.0,17492.0,17524.0,132143
2015-02-06,17782.0,17782.0,17893.0,17704.0,17795.0,147162
2015-02-09,17681.0,17681.0,17770.0,17624.0,17770.0,120433
2015-02-10,17793.0,17793.0,17831.0,17658.0,17692.0,116414
2015-02-11,17831.0,17831.0,17949.0,17719.0,17802.0,124951
2015-02-12,17932.0,17932.0,17946.0,17778.0,17890.0,117444
2015-02-13,17982.0,17982.0,18009.0,17913.0,17929.0,95889
2015-02-17,18001.0,18001.0,18024.0,17891.0,17972.0,125742
2015-02-18,17993.0,17993.0,18028.0,17953.0,18009.0,89556
2015-02-19,17959.0,17959.0,18038.0,17896.0,17986.0,104132
2015-02-20,18104.0,18104.0,18121.0,17853.0,17967.0,159649
2015-02-23,18085.0,18085.0,18113.0,18034.0,18112.0,70983
2015-02-24,18186.0,18186.0,18207.0,18076.0,18082.0,93424
2015-02-25,18194.0,18194.0,18219.0,18159.0,18190.0,75917
2015-02-26,18203.0,18203.0,18228.0,18143.0,18190.0,96883
