Date,Adj Close,Close,High,Low,Open,Volume,Return
2015-01-01,367.77081298828125,493.6000061035156,495.5,489.2250061035156,492.23748779296875,2002764,
2015-01-02,374.9980773925781,503.29998779296875,504.76251220703125,493.0,493.0,6778320,0.019651502369347318
2015-01-05,371.7755126953125,498.9750061035156,507.5,494.375,502.4750061035156,9937024,-0.00859324815090634
2015-01-06,364.0081481933594,488.54998779296875,496.25,483.5249938964844,495.0,9667316,-0.020892866742876826
2015-01-07,365.7497863769531,490.88751220703125,493.6875,487.5,491.25,7249916,0.004784616666602126
2015-01-08,367.59381103515625,493.36248779296875,499.25,487.5,496.3999938964844,13564920,0.005041838556474998
2015-01-09,386.4070739746094,518.6124877929688,527.25,478.26251220703125,495.0249938964844,44863328,0.0511794078892267
2015-01-12,394.13720703125,528.9874877929688,529.7999877929688,518.75,523.0,12758888,0.020005303081212622
2015-01-13,389.0986022949219,522.2249755859375,526.9500122070312,518.75,526.9500122070312,8801236,-0.012783879322449843
2015-01-14,396.50286865234375,532.1624755859375,533.25,523.1500244140625,524.625,9921260,0.019029154989858688
2015-01-15,397.5460510253906,533.5625,538.2000122070312,528.0625,533.7999877929688,8342452,0.0026308213718395645
2015-01-16,394.57501220703125,529.5750122070312,540.0,528.0,537.0,6690960,-0.00747332841601267
2015-01-19,391.6319274902344,525.625,533.0875244140625,523.6500244140625,530.0,4087744,-0.007458834189644548
2015-01-20,395.6739501953125,531.0499877929688,533.25,525.3624877929688,526.75,6804504,0.010321023149524322
2015-01-21,404.18646240234375,542.4749755859375,543.9874877929688,529.5,532.875,8494908,0.021513959242237757
2015-01-22,409.1319580078125,549.1124877929688,550.75,540.3250122070312,543.7000122070312,9958396,0.012235609946545267
2015-01-23,412.59661865234375,553.7625122070312,556.25,541.2750244140625,550.0,9486328,0.008468254715444878
2015-01-27,397.965087890625,534.125,555.25,532.5250244140625,555.25,13739968,-0.03546197471686119
2015-01-28,399.4646301269531,536.1375122070312,538.7000122070312,532.5750122070312,537.5,13134356,0.003767867459922858
2015-01-29,399.64154052734375,536.375,537.4749755859375,531.9000244140625,536.25,15369424,0.00044296059790904785
2015-01-30,398.9709777832031,535.4749755859375,540.6375122070312,531.7374877929688,540.375,10833744,-0.0016779760690981416
2015-02-02,398.0302429199219,534.2125244140625,538.0,531.5125122070312,535.375,8702540,-0.0023576287024310583
2015-02-03,395.05926513671875,530.2249755859375,534.9874877929688,525.5,534.2125244140625,5265956,-0.007464349197912612
