Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,94.66510009765625,102.94000244140625,104.19999694824219,102.44000244140625,103.76000213623047,31314600
2015-01-05,93.27643585205078,101.43000030517578,102.61000061035156,101.13999938964844,102.48999786376953,36521300
2015-01-06,92.02578735351562,100.06999969482422,101.75,99.62000274658203,101.58000183105469,66205500
2015-01-07,93.21205139160156,101.36000061035156,101.5999984741211,100.48999786376953,100.7300033569336,37577400
2015-01-08,94.99610137939453,103.30000305175781,103.5,102.11000061035156,102.22000122070312,40212600
2015-01-09,94.37078857421875,102.62000274658203,103.6500015258789,102.0199966430664,103.62000274658203,41410100
2015-01-12,93.38680267333984,101.55000305175781,102.93000030517578,101.29000091552734,102.81999969482422,34129800
2015-01-13,93.35922241210938,101.5199966430664,103.62000274658203,100.69999694824219,102.54000091552734,56162300
2015-01-14,92.84423065185547,100.95999908447266,101.4800033569336,100.06999969482422,100.5,51354200
2015-01-15,91.6395263671875,99.6500015258789,101.58999633789062,99.52999877929688,101.43000030517578,51005400
2015-01-16,92.71548461914062,100.81999969482422,100.94999694824219,99.36000061035156,99.5199966430664,35362200
2015-01-20,93.45120239257812,101.62000274658203,101.87999725341797,100.29000091552734,101.43000030517578,30964100
2015-01-21,93.92938232421875,102.13999938964844,102.62000274658203,100.95999908447266,101.31999969482422,40128800
2015-01-22,95.66746520996094,104.02999877929688,104.13999938964844,101.63999938964844,102.54000091552734,40887200
2015-01-23,95.87894439697266,104.26000213623047,104.58000183105469,103.72000122070312,104.0199966430664,34783000
2015-01-26,95.76859283447266,104.13999938964844,104.33000183105469,103.61000061035156,104.13999938964844,19960900
2015-01-27,93.28565979003906,101.44000244140625,102.55999755859375,101.0999984741211,102.5,45253200
2015-01-28,92.80743408203125,100.91999816894531,103.18000030517578,100.9000015258789,103.06999969482422,43591700
2015-01-29,93.69949340820312,101.88999938964844,102.08000183105469,99.95999908447266,100.83999633789062,46539700
2015-01-30,92.97299194335938,101.0999984741211,102.58000183105469,100.95999908447266,101.80000305175781,42927600
2015-02-02,93.78221130371094,101.9800033569336,102.06999969482422,99.75,101.33000183105469,43624700
2015-02-03,94.68345642089844,102.95999908447266,103.02999877929688,101.68000030517578,102.3499984741211,30750400
2015-02-04,94.60069274902344,102.87000274658203,103.55000305175781,102.30999755859375,102.54000091552734,34073200
2015-02-05,95.41913604736328,103.76000213623047,103.83000183105469,102.87000274658203,103.12999725341797,23605500
2015-02-06,94.83978271484375,103.12999725341797,104.16999816894531,102.76000213623047,103.91999816894531,34169300
2015-02-09,94.53630828857422,102.80000305175781,103.29000091552734,102.55000305175781,102.7300033569336,22604700
2015-02-10,96.0076904296875,104.4000015258789,104.54000091552734,103.20999908447266,103.37000274658203,23686500
2015-02-11,96.35713195800781,104.77999877929688,105.0199966430664,104.31999969482422,104.5199966430664,20303600
2015-02-12,97.47908782958984,106.0,106.04000091552734,105.30000305175781,105.45999908447266,22520300
2015-02-13,98.31593322753906,106.91000366210938,106.93000030517578,106.0999984741211,106.30000305175781,29030200
2015-02-17,98.40789031982422,107.01000213623047,107.08000183105469,106.63999938964844,106.91000366210938,17675300
2015-02-18,98.54581451416016,107.16000366210938,107.22000122070312,106.73999786376953,106.87999725341797,15149600
2015-02-19,99.0332260131836,107.69000244140625,107.76000213623047,107.05999755859375,107.08999633789062,19828100
2015-02-20,99.69535827636719,108.41000366210938,108.47000122070312,107.27999877929688,107.62000274658203,28336700
2015-02-23,99.79651641845703,108.5199966430664,108.55000305175781,108.11000061035156,108.3499984741211,17868000
2015-02-24,99.87006378173828,108.5999984741211,108.7300033569336,108.05000305175781,108.37999725341797,19745000
2015-02-25,99.62178039550781,108.33000183105469,108.86000061035156,108.08999633789062,108.44000244140625,19472300
2015-02-26,100.1275634765625,108.87999725341797,108.94000244140625,108.13999938964844,108.44000244140625,22255500
2015-02-27,99.68617248535156,108.4000015258789,108.91000366210938,108.2300033569336,108.83999633789062,27757600
2015-03-02,100.58737182617188,109.37999725341797,109.41999816894531,108.58999633789062,108.61000061035156,22988600
2015-03-03,100.11839294433594,108.87000274658203,109.16000366210938,108.18000030517578,109.05000305175781,20788900
2015-03-04,99.73213958740234,108.44999694824219,108.66999816894531,107.86000061035156,108.51000213623047,21007400
2015-03-05,99.90687561035156,108.63999938964844,108.97000122070312,108.19000244140625,108.7300033569336,15381000
2015-03-06,98.77574920654297,107.41000366210938,108.70999908447266,107.13999938964844,108.5,30990400
2015-03-09,99.06083679199219,107.72000122070312,107.98999786376953,107.19000244140625,107.62999725341797,26237100
2015-03-10,97.22158813476562,105.72000122070312,106.9800033569336,105.72000122070312,106.94999694824219,34234500
2015-03-11,96.66064453125,105.11000061035156,106.01000213623047,105.06999969482422,105.87999725341797,25459700
2015-03-12,97.295166015625,105.80000305175781,105.91999816894531,104.95999908447266,105.02999877929688,21473200
2015-03-13,96.87212371826172,105.33999633789062,106.12000274658203,104.68000030517578,105.69999694824219,42021100
2015-03-16,98.12279510498047,106.69999694824219,106.73999786376953,105.62000274658203,105.7300033569336,25674100
2015-03-17,98.2791519165039,106.87000274658203,107.04000091552734,106.16000366210938,106.41000366210938,19603800
2015-03-18,99.2447280883789,107.91999816894531,108.41000366210938,106.02999877929688,106.58000183105469,40622200
2015-03-19,99.39187622070312,108.08000183105469,108.37999725341797,107.87000274658203,108.02999877929688,31314000
2015-03-20,100.0352554321289,108.52999877929688,109.06999969482422,108.51000213623047,108.72000122070312,31761400
2015-03-23,99.84168243408203,108.31999969482422,108.7699966430664,108.27999877929688,108.47000122070312,17268500
2015-03-24,99.48219299316406,107.93000030517578,108.80999755859375,107.91000366210938,108.30999755859375,22445300
2015-03-25,97.20555877685547,105.45999908447266,108.19999694824219,105.41999816894531,108.0999984741211,41581400
2015-03-26,96.87372589111328,105.0999984741211,105.69999694824219,104.23999786376953,104.58999633789062,47846300
2015-03-27,97.26082611083984,105.5199966430664,105.7699966430664,104.91999816894531,105.08000183105469,33878400
2015-03-30,98.37615203857422,106.7300033569336,106.81999969482422,106.16000366210938,106.16000366210938,30570200
2015-03-31,97.3345718383789,105.5999984741211,106.6500015258789,105.56999969482422,106.43000030517578,30488100
2015-04-01,96.82762145996094,105.05000305175781,105.62000274658203,104.37000274658203,105.5999984741211,32970500
2015-04-02,96.89214324951172,105.12000274658203,105.45999908447266,104.77999877929688,105.1500015258789,19164200
2015-04-06,97.68482971191406,105.9800033569336,106.2699966430664,104.33999633789062,104.5,24451100
2015-04-07,97.51893615722656,105.80000305175781,106.69999694824219,105.80000305175781,105.91999816894531,19379400
2015-04-08,98.29318237304688,106.63999938964844,106.79000091552734,105.83000183105469,105.83999633789062,25866900
2015-04-09,98.9107437133789,107.30999755859375,107.3499984741211,106.2300033569336,106.58999633789062,23114700
2015-04-10,99.31631469726562,107.75,107.76000213623047,107.02999877929688,107.2699966430664,17164300
2015-04-13,99.06743621826172,107.4800033569336,108.37999725341797,107.36000061035156,107.83000183105469,17783500
