Date,Adj Close,Close,High,Low,Open,Volume,Return
2015-01-02,102.78699493408203,118.93000030517578,120.55999755859375,117.88999938964844,120.06999969482422,46133100,
2015-01-05,101.41278839111328,117.33999633789062,118.70999908447266,116.79000091552734,118.2300033569336,51141900,-0.013369242102120427
2015-01-06,99.6583480834961,115.30999755859375,117.7699966430664,114.36000061035156,117.62000274658203,67446000,-0.01730014353717313
2015-01-07,100.88560485839844,116.7300033569336,116.76000213623047,115.4800033569336,116.05999755859375,32252100,0.012314680673011669
2015-01-08,102.59685516357422,118.70999908447266,118.8499984741211,117.44999694824219,117.66000366210938,28361700,0.016962183419841903
2015-01-09,101.61157989501953,117.56999969482422,118.83999633789062,117.30999755859375,118.80999755859375,26975200,-0.009603229706347083
2015-01-12,101.27452850341797,117.18000030517578,118.01000213623047,116.2300033569336,117.69999694824219,27316800,-0.0033171675653717037
2015-01-13,101.35230255126953,117.2699966430664,119.38999938964844,115.81999969482422,118.08999633789062,49991400,0.0007680179011455568
2015-01-14,100.94612121582031,116.80000305175781,117.0999984741211,115.55000305175781,115.9800033569336,34224200,-0.004007790609384165
2015-01-15,99.24349212646484,114.83000183105469,117.37999725341797,114.4800033569336,117.2300033569336,46199400,-0.016866448366702147
2015-01-16,100.85965728759766,116.69999694824219,116.94000244140625,114.19999694824219,114.41000366210938,41895700,0.016284900177383488
2015-01-20,100.4361801147461,116.20999908447266,117.08000183105469,115.16000366210938,116.8499984741211,36444400,-0.0041987821472424525
2015-01-21,100.11640167236328,115.83999633789062,116.81999969482422,115.29000091552734,115.80000305175781,27333500,-0.003183914891119466
2015-01-22,102.15605926513672,118.19999694824219,118.23999786376953,115.0999984741211,116.55999755859375,37877000,0.020372934089774475
2015-01-23,102.08692932128906,118.12000274658203,118.7699966430664,117.55000305175781,118.23999786376953,28173400,-0.0006767699130751925
2015-01-26,103.07219696044922,119.26000213623047,119.2699966430664,117.06999969482422,117.87999725341797,23006800,0.009651196775657178
2015-01-27,102.57957458496094,118.69000244140625,119.25,117.62000274658203,117.86000061035156,26919100,-0.004779470774896599
2015-01-28,100.85103607177734,116.69000244140625,119.44999694824219,116.31999969482422,119.18000030517578,38086100,-0.016850618913647253
2015-01-29,102.24250793457031,118.30000305175781,118.31999969482422,116.08999633789062,117.0199966430664,39299900,0.013797245493760268
2015-01-30,99.9953842163086,115.69999694824219,117.95999908447266,115.5999984741211,117.4800033569336,49739800,-0.02197807300459742
2015-02-02,100.91150665283203,116.76000213623047,116.83999633789062,114.37999725341797,116.12000274658203,44819100,0.009161669973617004
